Brunt-Väisälä frequency (N), vertical shear of zonal wind (dUdz), and Richardson number (Ri) 
Latitude is planetocentric and pressure unit is mbar
N unit is 1e-3 1/s, dUdz unit is 1e-3 1/s, and Ri is unitless 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude       N       dUdz       Ri
   58.18   75.00     14.707    -0.031  1556.741
   58.18   76.00     14.837    -0.010  1584.346
   58.18   77.00     14.911     0.028  1600.284
   58.18   78.00     14.927     0.057  1603.626
   58.18   79.00     14.878     0.070  1593.179
   58.18   80.00     14.790     0.067  1574.240
   58.18   81.00     14.706     0.044  1556.558
   58.18   82.00     14.638     0.000  1542.171
   58.18   83.00     14.640    -0.057  1542.500
   58.18   84.00     14.752    -0.112  1566.288
   58.18   85.00     14.805    -0.153  1577.444
   58.18   86.00     14.896    -0.176  1596.860
   58.18   87.00     15.018    -0.174  1623.295
   58.18   88.00     15.102    -0.201  1641.375
   58.18   89.00     15.311    -0.172  1687.282
   58.18   90.00     15.520    -0.002  1733.608

Pressure level 50.8145 mbar
pressure latitude       N       dUdz       Ri
   50.81  -90.00     13.658    -0.032  1342.561
   50.81  -89.00     13.689    -0.032  1348.723
   50.81  -88.00     13.692    -0.016  1349.243
   50.81  -87.00     13.672     0.040  1345.205
   50.81  -86.00     13.659    -0.118  1342.675
   50.81  -85.00     13.639    -0.144  1338.732
   50.81  -84.00     13.617    -0.156  1334.482
   50.81  -83.00     13.599    -0.128  1330.996
   50.81  -82.00     13.550    -0.095  1321.317
   50.81  -81.00     13.525    -0.065  1316.519
   50.81  -80.00     13.508    -0.031  1313.272
   50.81  -79.00     13.492     0.003  1310.103
   50.81  -78.00     13.468     0.017  1305.515
   50.81  -77.00     13.435     0.003  1299.004
   50.81  -76.00     13.383    -0.035  1289.030
   50.81  -75.00     13.321    -0.076  1277.117
   50.81  -74.00     13.242    -0.091  1262.101
   50.81  -73.00     13.128    -0.079  1240.381
   50.81  -72.00     12.992    -0.072  1214.843
   50.81  -71.00     12.824    -0.080  1183.659
   50.81  -70.00     12.667    -0.109  1154.794
   50.81  -69.00     12.540    -0.121  1131.683
   50.81  -68.00     12.460    -0.101  1117.295
   50.81  -67.00     12.421    -0.065  1110.340
   50.81  -66.00     12.418    -0.045  1109.896
   50.81  -65.00     12.438    -0.045  1113.426
   50.81  -64.00     12.470    -0.052  1119.232
   50.81  -63.00     12.510    -0.054  1126.272
   50.81  -62.00     12.550    -0.049  1133.596
   50.81  -61.00     12.588    -0.046  1140.457
   50.81  -60.00     12.615    -0.046  1145.331
   50.81  -59.00     12.598    -0.049  1142.291
   50.81  -58.00     12.507    -0.053  1125.788
   50.81  -57.00     12.330    -0.056  1094.075
   50.81  -56.00     12.079    -0.059  1050.102
   50.81  -55.00     11.808    -0.056  1003.534
   50.81  -54.00     11.585    -0.052   965.867
   50.81  -53.00     11.435    -0.051   941.094
   50.81  -52.00     11.352    -0.037   927.411
   50.81  -51.00     11.337    -0.005   925.006
   50.81  -50.00     11.376     0.037   931.340
   50.81  -49.00     11.450     0.075   943.474
   50.81  -48.00     11.530     0.077   956.721
   50.81  -47.00     11.574     0.025   964.055
   50.81  -46.00     11.557    -0.054   961.311
   50.81  -45.00     11.465    -0.137   946.064
   50.81  -44.00     11.312    -0.203   920.911
   50.81  -43.00     11.136    -0.242   892.531
   50.81  -42.00     10.963    -0.257   864.942
   50.81  -41.00     10.802    -0.236   839.789
   50.81  -40.00     10.671    -0.149   819.557
   50.81  -39.00     10.594    -0.017   807.715
   50.81  -38.00     10.573     0.103   804.612
   50.81  -37.00     10.588     0.191   806.840
   50.81  -36.00     10.623     0.270   812.160
   50.81  -35.00     10.663     0.326   818.259
   50.81  -34.00     10.702     0.340   824.371
   50.81  -33.00     10.738     0.315   829.858
   50.81  -32.00     10.747     0.248   831.289
   50.81  -31.00     10.714     0.163   826.126
   50.81  -30.00     10.644     0.099   815.341
   50.81  -29.00     10.548     0.061   800.691
   50.81  -28.00     10.431     0.044   783.021
   50.81  -27.00     10.318     0.063   766.147
   50.81  -26.00     10.227     0.116   752.802
   50.81  -25.00     10.171     0.173   744.544
   50.81  -24.00     10.130     0.222   738.525
   50.81  -23.00     10.089     0.259   732.579
   50.81  -22.00     10.043     0.261   725.962
   50.81  -21.00      9.991     0.215   718.431
   50.81  -20.00      9.932     0.119   709.892
   50.81  -19.00      9.858    -0.016   699.463
   50.81  -18.00      9.780    -0.189   688.380
   50.81  -17.00      9.699    -0.374   671.744
   50.81  -16.00      9.616    -0.524   336.545
   50.81  -15.00      9.542    -0.625   233.365
   50.81  -14.00      9.472    -0.732   167.524
   50.81  -13.00      9.411    -0.789   142.135
   50.81  -12.00      9.367    -0.764   150.200
   50.81  -11.00      9.331    -0.662   198.963
   50.81  -10.00      9.297    -0.455   417.351
   50.81   -9.00      9.249    -0.189   615.634
   50.81   -8.00      9.180     0.050   606.514
   50.81   -7.00      9.110     0.258   597.305
   50.81   -6.00      9.051     0.635   203.455
   50.81   -5.00      9.007     1.085    68.892
   50.81   -4.00      8.987     1.540    34.063
   50.81   -3.00      8.989     1.914    22.059
   50.81   -2.00      9.007     1.946    21.421
   50.81   -1.00      9.031     1.537    34.536
   50.81    0.00      9.055     1.693    28.590
   50.81    1.00      9.075     1.866    23.653
   50.81    2.00      9.097     2.239    16.506
   50.81    3.00      9.130     2.036    20.113
   50.81    4.00      9.182     1.598    33.029
   50.81    5.00      9.259     1.151    64.658
   50.81    6.00      9.363     1.007    86.361
   50.81    7.00      9.492     0.651   212.783
   50.81    8.00      9.636     0.498   374.222
   50.81    9.00      9.779     0.321   688.189
   50.81   10.00      9.904     0.171   705.977
   50.81   11.00      9.994     0.066   718.893
   50.81   12.00     10.038     0.011   725.249
   50.81   13.00     10.046     0.000   726.334
   50.81   14.00     10.026     0.074   723.420
   50.81   15.00      9.989     0.168   718.122
   50.81   16.00      9.954     0.248   713.089
   50.81   17.00      9.919     0.324   708.102
   50.81   18.00      9.906     0.334   706.198
   50.81   19.00      9.926     0.305   709.148
   50.81   20.00      9.968     0.257   715.144
   50.81   21.00     10.028     0.217   723.688
   50.81   22.00     10.095     0.205   733.506
   50.81   23.00     10.153     0.216   741.909
   50.81   24.00     10.195     0.236   748.066
   50.81   25.00     10.226     0.245   752.558
   50.81   26.00     10.253     0.237   756.571
   50.81   27.00     10.303     0.215   763.934
   50.81   28.00     10.381     0.206   775.609
   50.81   29.00     10.485     0.222   791.237
   50.81   30.00     10.603     0.270   809.184
   50.81   31.00     10.715     0.347   826.367
   50.81   32.00     10.792     0.432   624.719
   50.81   33.00     10.819     0.494   480.295
   50.81   34.00     10.820     0.493   482.263
   50.81   35.00     10.817     0.431   630.272
   50.81   36.00     10.818     0.332   842.335
   50.81   37.00     10.839     0.197   845.612
   50.81   38.00     10.875     0.044   851.118
   50.81   39.00     10.932    -0.101   860.171
   50.81   40.00     11.030    -0.199   875.567
   50.81   41.00     11.166    -0.225   897.265
   50.81   42.00     11.323    -0.188   922.713
   50.81   43.00     11.466    -0.112   946.134
   50.81   44.00     11.563    -0.024   962.292
   50.81   45.00     11.619     0.065   971.603
   50.81   46.00     11.653     0.137   977.344
   50.81   47.00     11.685     0.189   982.602
   50.81   48.00     11.720     0.194   988.620
   50.81   49.00     11.753     0.160   994.234
   50.81   50.00     11.778     0.106   998.368
   50.81   51.00     11.796     0.058  1001.419
   50.81   52.00     11.820     0.015  1005.549
   50.81   53.00     11.865    -0.025  1013.107
   50.81   54.00     11.928    -0.059  1023.892
   50.81   55.00     12.002    -0.089  1036.662
   50.81   56.00     12.065    -0.104  1047.685
   50.81   57.00     12.107    -0.101  1054.998
   50.81   58.00     12.146    -0.089  1061.817
   50.81   59.00     12.193    -0.074  1070.024
   50.81   60.00     12.271    -0.050  1083.773
   50.81   61.00     12.383    -0.023  1103.625
   50.81   62.00     12.512    -0.005  1126.764
   50.81   63.00     12.628     0.001  1147.630
   50.81   64.00     12.695     0.008  1159.889
   50.81   65.00     12.706     0.020  1161.861
   50.81   66.00     12.693     0.033  1159.602
   50.81   67.00     12.687     0.047  1158.388
   50.81   68.00     12.707     0.064  1162.031
   50.81   69.00     12.748     0.073  1169.548
   50.81   70.00     12.800     0.077  1179.127
   50.81   71.00     12.869     0.073  1191.857
   50.81   72.00     12.951     0.050  1207.205
   50.81   73.00     13.051     0.013  1225.907
   50.81   74.00     13.174    -0.019  1249.134
   50.81   75.00     13.304    -0.031  1273.901
   50.81   76.00     13.411    -0.010  1294.405
   50.81   77.00     13.473     0.028  1306.496
   50.81   78.00     13.489     0.057  1309.570
   50.81   79.00     13.454     0.070  1302.678
   50.81   80.00     13.386     0.067  1289.566
   50.81   81.00     13.322     0.044  1277.281
   50.81   82.00     13.269     0.000  1267.200
   50.81   83.00     13.272    -0.057  1267.648
   50.81   84.00     13.362    -0.112  1285.011
   50.81   85.00     13.404    -0.153  1293.063
   50.81   86.00     13.475    -0.176  1306.889
   50.81   87.00     13.570    -0.174  1325.349
   50.81   88.00     13.633    -0.201  1337.696
   50.81   89.00     13.788    -0.172  1368.255
   50.81   90.00     13.936    -0.002  1397.783
